item_x,item_y,n_both_attempted,p_fail_x,p_fail_y,p_fail_both,lift,phi,session_x,session_y,question_type_x,question_type_y
007a043d-3e83-4af8-88ab-d3b76e35410d,0a8ee992-c1d2-4e4b-b50b-c3724b48702c,452,0.6969026548672567,0.09955752212389381,0.06858407079646017,0.988500881834215,-0.005797871456031621,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0b1dc640-e081-4daa-9d6f-bb26cef638ee,260,0.7384615384615385,0.5538461538461539,0.4,0.9780092592592592,-0.041170701593143885,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0baf266e-efbb-45ca-9402-18e98a3dd3af,458,0.7248908296943232,0.17467248908296942,0.11572052401746726,0.9139307228915663,-0.06427336210774307,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,0c015c84-f84e-4e2c-bfbb-f4fd0ca23ba4,215,0.7441860465116279,0.9209302325581395,0.6790697674418604,0.9908459595959596,-0.05328434186404285,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,FIB_CODING
007a043d-3e83-4af8-88ab-d3b76e35410d,0cdaf82e-95ac-4d3c-b660-2a327e95c4f0,876,0.704337899543379,0.22146118721461186,0.16666666666666666,1.0684890307273305,0.056379652875305705,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,0d81fbb5-337a-4e05-8a04-f2b249f6804c,163,0.656441717791411,0.22085889570552147,0.147239263803681,1.015576323987539,0.011463368071553702,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0d9dec1d-28c8-4520-b7f1-51bb0a689af4,1151,0.6933101650738488,0.10686359687228497,0.0738488271068636,0.9967500050940359,-0.0016902571107158752,Nested Conditional Statements,Understanding Coding Question Formats,CODE_ANALYSIS_TEXTUAL,MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0dbff532-50af-45d2-9003-01ce45b324db,874,0.6990846681922197,0.37757437070938216,0.2711670480549199,1.027317363487576,0.032429408877137564,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0e4eb770-94a1-48a7-be1f-d07f26b9c729,427,0.7049180327868853,0.19437939110070257,0.11943793911007025,0.8716727374614738,-0.09742641681255461,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0eba62cd-2591-4e4c-86c0-cae6a09fc6dc,429,0.7296037296037297,0.1561771561771562,0.11888111888111888,1.04329788755901,0.03059799705667497,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,0ef8e15f-63d3-4d17-abc6-441ae4221a71,1153,0.6990459670424979,0.2567215958369471,0.17432784041630528,0.9714011468043725,-0.02561573646024713,Nested Conditional Statements,Understanding Coding Question Formats,CODE_ANALYSIS_TEXTUAL,REARRANGE
007a043d-3e83-4af8-88ab-d3b76e35410d,0f356f7a-053c-466a-bd85-cff207d6b605,1152,0.6970486111111112,0.2361111111111111,0.1605902777777778,0.9757526921104682,-0.020448040762006806,Nested Conditional Statements,Understanding Coding Question Formats,CODE_ANALYSIS_TEXTUAL,REARRANGE
007a043d-3e83-4af8-88ab-d3b76e35410d,0fb065ea-d0d2-48e3-bfd3-c93813633e6c,458,0.7117903930131004,0.259825327510917,0.2183406113537118,1.1805949373614477,0.16815161295815353,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,102d40c4-7125-4277-a814-62437ee67631,470,0.7276595744680852,0.0574468085106383,0.03829787234042553,0.9161793372319688,-0.03382510688714077,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,12a63935-3866-4c66-b089-daba2ae4013a,167,0.7305389221556886,0.11976047904191617,0.07784431137724551,0.8897540983606558,-0.06695645355648866,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,FIB_CODING
007a043d-3e83-4af8-88ab-d3b76e35410d,12da6852-bd56-47f8-aff8-4fd39bedafec,416,0.7067307692307693,0.052884615384615384,0.04326923076923077,1.1576994434137289,0.05784783901061154,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,13006bc4-8fa5-4ac1-a262-a911a73b5983,895,0.7050279329608938,0.6156424581005586,0.46033519553072627,1.0605698902154561,0.11851302427805092,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,1435356a-c872-4e68-a71a-1beb6430549e,434,0.6981566820276498,0.2073732718894009,0.14746543778801843,1.0185551888522186,0.014434211970799438,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,14897449-3467-424e-866c-56e432052a2c,470,0.7148936170212766,0.12978723404255318,0.08723404255319149,0.940183450429352,-0.036579844990766254,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,14f00310-3dde-42b3-a4cd-90b9b7d7a96c,465,0.7075268817204301,0.14193548387096774,0.10752688172043011,1.0707377728654326,0.04474715176478219,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,153b85ff-cfba-4467-9871-ba01bd84134d,835,0.7173652694610778,0.274251497005988,0.20958083832335328,1.065276188115564,0.0639283689505581,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,1576f8c1-1658-4deb-a470-d32a0382a392,438,0.7077625570776256,0.1050228310502283,0.0867579908675799,1.1671809256661991,0.08912477982531351,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,15eca952-495e-4ca0-9df3-ed7f02d35d6a,487,0.6981519507186859,0.14989733059548255,0.09856262833675565,0.9418211120064465,-0.03715416168654836,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,17def0af-1480-469d-b384-ff4abdf835db,474,0.7025316455696202,0.49156118143459915,0.3333333333333333,0.9652399180296176,-0.05252460457665477,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,184451d0-e2f1-4905-9b8d-47e6b561d428,449,0.7438752783964365,0.08463251670378619,0.07349665924276169,1.1674283012921525,0.08676090461659235,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,18bfd57e-f064-4bd8-90e4-f30b1bc78fda,470,0.723404255319149,0.10851063829787234,0.07872340425531915,1.0028835063437138,0.0016269221431075792,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,18da9692-5b1d-4a39-8cfb-f908d71c99ce,212,0.7122641509433962,0.19811320754716982,0.12735849056603774,0.902554399243141,-0.07620544053788852,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,19ad74f7-3636-42f1-91cd-106be9fcbe27,486,0.7139917695473251,0.11522633744855967,0.09053497942386832,1.1004528612597777,0.05727689075716487,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,1a09fabd-d05c-455b-8476-e0117231c1e5,151,0.7417218543046358,0.08609271523178808,0.059602649006622516,0.9333791208791209,-0.03465127347423668,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,1b2de1ce-eae4-42f2-9181-83c77bc3396f,435,0.6988505747126437,0.052873563218390804,0.034482758620689655,0.9332093821510298,-0.02403985893467959,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,1b3d9fca-30ff-4864-804a-a044410f908f,869,0.6927502876869965,0.18642117376294592,0.13003452243958574,1.0069008654279974,0.004960140446724633,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,1b9dd04a-0003-4e14-a4be-07a661f28dc8,431,0.7006960556844548,0.23433874709976799,0.16705336426914152,1.017375909776408,0.01470821217281561,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,1c243d15-f0b9-45ad-a7fe-7aa46b834b91,447,0.7069351230425056,0.16554809843400448,0.1342281879194631,1.1469380773178242,0.10164913569343476,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,1c76879f-50e5-47a1-8db9-e9ea0f64ded1,437,0.7391304347826086,0.16247139588100687,0.12356979405034325,1.0289975144987573,0.021498009051889647,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,1f3c8e3c-f09b-427a-834a-70d16494383b,440,0.7318181818181818,0.16136363636363638,0.12727272727272726,1.0777709736680954,0.056353443598732546,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,1f748906-a0b3-4552-bb5e-1737827c12e4,446,0.7107623318385651,0.4910313901345291,0.35874439461883406,1.0279014159572475,0.042960581227819136,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,2085e437-f0f8-43b3-99f3-f2bf003e680a,455,0.734065934065934,0.4175824175824176,0.31868131868131866,1.039631263788213,0.05575352534093125,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,21268a01-611c-453f-9872-79c5bcc42588,183,0.6612021857923497,0.07650273224043716,0.04918032786885246,0.9722550177095631,-0.011155831806014035,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,21b57840-38da-4731-8827-7174f7f91c6d,468,0.7072649572649573,0.07905982905982906,0.053418803418803416,0.9553360006532211,-0.020341058496878128,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,21ddb473-83ec-402f-8d49-c390417511e3,213,0.7089201877934272,0.24413145539906103,0.15492957746478872,0.8951859398879266,-0.09296102571167175,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,221e4ea0-e704-4163-a454-f2b20f3f71f4,459,0.7363834422657952,0.11982570806100218,0.08714596949891068,0.9876277568585261,-0.00762965277020466,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,227a5419-1b9c-4bf4-ba22-ec992e5fc287,483,0.6873706004140787,0.5527950310559007,0.38716356107660455,1.018918370109652,0.031188396072964,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,228ba17a-b578-4b01-b22c-fddf3975ab18,456,0.7236842105263158,0.28289473684210525,0.20175438596491227,0.9854827343199435,-0.014756300853853696,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,239a1da6-f476-4f46-a2af-7367077a99b9,852,0.6889671361502347,0.1596244131455399,0.11619718309859155,1.0565687944683835,0.03669323314156235,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,26a9adcc-9661-4ab6-aed5-fd5a80b96c64,1124,0.6921708185053381,0.3594306049822064,0.25444839857651247,1.022754460536028,0.025558933447479178,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,27961bab-23ee-4b8c-80ed-f1f4fdec7a0c,451,0.6962305986696231,0.12638580931263857,0.08869179600886919,1.0079338473572468,0.004568542801071854,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,28445134-18d2-4a2a-b0e4-cc3c108d3442,428,0.6752336448598131,0.544392523364486,0.3644859813084112,0.9915499651009103,-0.01331866448800453,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,28a9783a-78f5-4db8-abe3-a65852dbc97b,436,0.7247706422018348,0.23623853211009174,0.17889908256880735,1.044856826840359,0.04048349160788709,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,2956637e-858a-4224-8171-10b717919649,465,0.6924731182795699,0.3935483870967742,0.2817204301075269,1.0337542001832807,0.04080268377493385,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,2af4c770-9454-4d93-b74a-9ee82ab2cfd5,1131,0.6967285587975243,0.21573828470380194,0.15561450044208666,1.0352833485894983,0.028049101072825378,Nested Conditional Statements,Understanding Coding Question Formats,CODE_ANALYSIS_TEXTUAL,REARRANGE
007a043d-3e83-4af8-88ab-d3b76e35410d,2b1c87ac-7363-4cd3-9104-ea224dfdec8b,155,0.6967741935483871,0.18064516129032257,0.0967741935483871,0.7688492063492064,-0.1645263613084705,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,FIB_CODING
007a043d-3e83-4af8-88ab-d3b76e35410d,2b8153dd-be06-44c5-a22c-28d69f8d8845,440,0.7204545454545455,0.26590909090909093,0.21818181818181817,1.1388821483458706,0.13418846068847412,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,2c2a998e-920f-44f2-bfa0-6d370d5391e8,1163,0.6999140154772141,0.5081685296646603,0.36113499570077384,1.0153531473328428,0.023833763883227686,Nested Conditional Statements,Understanding Coding Question Formats,CODE_ANALYSIS_TEXTUAL,MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,2c72025a-3fb3-418f-91a9-184597b93664,433,0.6628175519630485,0.15242494226327943,0.09930715935334873,0.9829479463625806,-0.010138650357137511,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,2d34fbeb-acd0-427f-9b99-3773ea98e793,838,0.7136038186157518,0.36873508353221957,0.2649164677804296,1.006786375296295,0.008187178288245566,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
007a043d-3e83-4af8-88ab-d3b76e35410d,2db67e3f-2ab7-4b2f-89a2-cffac1c22bb3,163,0.7484662576687117,0.09202453987730061,0.06748466257668712,0.9797814207650274,-0.01110333372124981,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,2f832442-8882-4111-ad56-f08c85265b97,1018,0.6856581532416502,0.4086444007858546,0.29273084479371314,1.0447569980163105,0.05494929075714531,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,3011868c-b701-4e32-9927-478c5ca21915,154,0.7207792207792207,0.2792207792207792,0.22727272727272727,1.1292688036874083,0.12926880368740834,Nested Conditional Statements,Nested Conditional Statements,CODE_ANALYSIS_TEXTUAL,MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,32073098-d998-4fe7-a15b-a3062e2be21f,465,0.7311827956989247,0.2989247311827957,0.24301075268817204,1.1118281845112143,0.1204299002008002,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,3218ec78-2c94-4a28-aa31-42c01ad467ad,484,0.7252066115702479,0.08884297520661157,0.05785123966942149,0.8978996885973631,-0.05179284140435429,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,324bc659-3b60-451c-b2b7-9966ae7e1f77,503,0.6918489065606361,0.23061630218687873,0.1709741550695825,1.0715913594926674,0.058729715168369036,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,32ce9380-7d5e-4297-aa9f-7f3a7d78a1c4,187,0.732620320855615,0.058823529411764705,0.0427807486631016,0.9927007299270073,-0.003020610466650885,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,3321408e-854c-4ff2-a862-a327fcd0996d,466,0.7253218884120172,0.14163090128755365,0.0944206008583691,0.9191321499013807,-0.0533790984919991,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,3378c402-08ee-4219-9982-8d62ec510bf8,501,0.7045908183632734,0.1497005988023952,0.09780439121756487,0.9272521246458925,-0.047141417925617574,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,33c8196a-de7e-4414-b6db-38b58d4224a0,432,0.7199074074074074,0.11574074074074074,0.08796296296296297,1.0556913183279744,0.032301919368588033,Nested Conditional Statements,For Loop,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,34be084e-8252-4a23-b86a-e4a34976465d,430,0.7,0.28837209302325584,0.2069767441860465,1.0253456221198156,0.02464571815449293,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,34cf7d80-323a-4bf0-b1fc-bf1905d8b78a,238,0.6512605042016807,0.14285714285714285,0.08403361344537816,0.9032258064516131,-0.05398967816020934,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,35dbd42d-07e6-47be-9622-742812216d49,159,0.6666666666666666,0.2389937106918239,0.1509433962264151,0.9473684210526315,-0.041711951612829416,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,FIB_CODING
007a043d-3e83-4af8-88ab-d3b76e35410d,364c2caa-0dee-4cb0-b1fe-57152ae31ac9,476,0.6911764705882353,0.27521008403361347,0.20168067226890757,1.0602566184830273,0.0555482188550763,Nested Conditional Statements,Loops,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_MULTIPLE_CHOICE
007a043d-3e83-4af8-88ab-d3b76e35410d,36d49f0c-c7da-43b8-851e-64168769115f,430,0.7302325581395349,0.2558139534883721,0.17906976744186046,0.9585987261146496,-0.039936581479930115,Nested Conditional Statements,Conditional Statements,CODE_ANALYSIS_TEXTUAL,CODE_ANALYSIS_TEXTUAL
